text,label
"gia đình là nơi tôi luôn tìm kiếm sự ấm áp và an toàn. nhưng mỗi lần trở về nhà, tôi chỉ cảm thấy nỗi lo lắng và sự cô đơn tràn ngập. mọi thứ dường như đang đổ vỡ và tôi không biết phải làm gì để cứu vãn.",1
"tớ rất sợ những ngày có anh em về đông đủ. hôm nay là giỗ bà nội của tớ, các bác, anh chị về đông lắm. lúc tớ đang giúp lau bát đũa thì anh tớ trêu tớ úi mày lùn thế, tớ cũng chỉ đáp là vâng em biết em lùn roài tới lúc ăn cơm, mở đầu câu vào mâm, chị tớ nói con kia mày ăn ít thôi, để cho mọi người ăn với, béo lắm rồi, tớ cũng chỉ cười cười thôi. giữa bữa chị lại trêu mày ăn ít thôi nhá, hai đứa bên cạnh thì ăn nhiều lên, nhìn cô ngại không dám ăn nhiều kia kìa tới lúc đấy thì tớ chả muốn ăn gì nữa cả. tớ béo thì béo thật, lùn thật, ai đời 18 tuổi mà vỏn vẹn 1m48, 50kg cơ. tớ bình thường ăn cũng chẳng mấy, nhiều lắm thì 2 bát lưng lưng vì bụng tớ yếu. bị lôi ra trêu trước mặt cả dòng họ vậy, tối nay không biết làm sao để khỏi nghĩ nhiều nữa",0
"tôi muốn xin lời khuyên ạ, xin đừng chửi mắng gì cả. tôi với người yêu yêu được 8 tháng giờ đang rơi vào khoảng lặng trước đó 2 tháng đầu mới yêu cậu ấy có nhắn tin với người yêu cũ nhưng mà giờ thì k. rồi 3 tháng trước tôi biết được rằng hồi lớp 7 cậu ấy đi cướp bồ của người khác, tôi biết đó là quá khứ nên bỏ qua và không nói gì cả. đêna hôn nay tụi tôi cãi nhau cậu ấy nói những lời mỉa mai tôi không bằng người yêu cũ cậu ấy, cậu ấy làm tôi cảm thấy khó chịu. vì mẹ tôi rất gắt nên tôi chỉ nhắn tin với cậu ấy rất ít không gọi điện nhiều rồi đến nay tôi muốn gặp cậu ý dù chỉ 1 chút nhưng mà cậu ấy né mặt tôi, tôi nhắn tin hỏi thì bảo em trước yêu người yêu cũ 4 tháng không gặp có sao đâu mà anh cứ làm quá nên vậy nhưng mà được cái hay gọi điện tối suốt tôi cũng không biết tôi còn là gì với cô ấy không cảm giác thật tệ. tại sao 1 người con trai tốt không gặp 1 người con gái tốt và ngược lại. mà toàn gặp những người không ra gì để rồi làm khổ nhau vậy",0
"chào mọi người tâm sự một chút nhé, mình là sinh viên năm cuối chỉ còn 1 tháng nữa sau học kỳ mình bảo vệ khoá luận xong sẽ xét tốt nghiệp. mọi người cảm thấy nếu ai đó nói mọi người vào dụng bạn sẽ cảm thấy bình thường không mình cảm thấy rất là buồn ạ, tổn thương lắm. mình là nữ, khá nhạy cảm, hướng nội và ít nói. hiện tại mình đang sống cùng chị và em trai, mình không hoạt bát và có phần yếu đuối hơn chị và em trai. mình với chị tính cách không hợp nhau lắm nên nói chuyện không mấy hoà hợp, cũng dễ sinh ra cãi nhau, mỗi lần như vậy chị đều nói mình vào tích sự ạ. vì tính cách mình mềm mỏng hơn chị, chị mình tự lập sớm nên từ năm nhất học kỳ mình ở với chị là chị nuôi mình đỡ đần cha mẹ, vì học kỳ đó chị tốt nghiệp đi làm rồi, cha mẹ cũng bảo mình không cần đi làm thêm sớm quá, năm nhất phải làm quen môi trường học tập cho tốt, chị học kỳ ấy cũng bảo mình tập trung học tập. cứ vậy đến cuối năm 2, lúc ấy em trai mình cũng sắp lên đh, phần vì không muốn là một gánh nặng trong gia đình nên mình có đi làm thêm part time 1 thời gian đến hết năm 2 thì mình nghỉ. lúc đó mình nghĩ tập trung học chuyên ngành cho tốt và cả tìm công tình yêu thực tập nữa. thời gian đó mình nộp công việc rất nhiều nơi nhưng qua 2 tháng không có kết quả, mình căng thẳng lắm, lúc đó mình đki khoá học nghiệp vụ ngắn hạn lấy chứng chỉ và hỗ trợ thực tập, sau học kỳ có được chứng chỉ nghiệp vụ cũng đồng thời thời điểm này mình đã hoàn thành hết chương trình học và không nợ môn. mình lại tiếp tục tìm công tình yêu thực tập với mong muốn tiếp cận ngành học càng sớm càng tốt, nhưng đời thì không như mơ, cảm giác thất bại luôn lất át mình. tháng trước mình có về quê khoảng 3 tuần xả căng thẳng và cân bằng lại mọi dự định. học kỳ lên lại sài gòn được vài tuần thì mình có xảy ra cuộc cãi vã với chị. chị lại bảo mình vào dụng, chẳng làm được gì, không chịu làm gì mà lại còn không biết điều. mình buồn lắm, thật sự mình có làm mà, mình có hành động chỉ là không có kết quả thôi. những lúc bên mấy kho hàng có job mình cũng hay đi qua kho làm part time để đỡ xin tiền gia đình, thậm chí còn tập tành quay tiktok nhưng nó quá buồn cười mà cũng không có kết quả tốt nên cũng chưa bao giờ mình kể với chị. hình như kể từ học kỳ lên năm 3 mình làm cái gì cũng thất bại, đáng ra học kỳ hoàn thành chương trình học rồi mình không nên chỉ chăm chăm suy nghĩ tìm việc làm trong ngành để tiếp cận ngành sớm rồi cứ rải công việc khắp nơi như điên mới phải đáng ra mình nên tích cực đi làm thêm lúc đó để khỏi phải phiền ai, thành tích học tập cũng có tốt như mong muốn đấy, nhưng bây giờ mình nhận ra rồi, bằng loại giỏi cũng không còn quan trọng nữa. chị mình nói, với chị, cho dù mình có làm cái gì, hành động ra sao nhưng nếu thất bại thì cũng là không làm gì thôi, có kết quả mới là đã làm. mình biết chị nói đúng, không oan 1 chút nào, nhưng mình vẫn không nhịn được nghĩ lung tung tiêu cực, mình còn sinh ra tâm lý né tránh chị mình, ngày nào mình cũng trốn ở chtl tới tối ngủ mới về. mình cần những lời động viên rằng mình hãy cố gắng lên, từ từ rồi sẽ được thôi, chứ không phải những lời nói khích đó. bao nhiêu lần đều như vậy, mỗi lần cãi nhau chị lại nói mình vào dụng, biết mình suy nghĩ nhiều nhưng không bao giờ chị ngừng nói như thế. là mình đã làm quá lên sao chị nói là chị nói như thế là bình thường thôi, do mình nhạy cảm quá. khoảng 1 tháng nữa mình sẽ đứng trước hội đồng bảo vệ khoá luận, mọi người cảm thấy mình nên làm gì tiếp đây tìm việc làm thêm đến học kỳ tốt nghiệp nhỉ rải công việc rồi chờ đợi chắc không có kết quả gì đâu.",0
tình yêu có cần phải đi đôi với tình dục không ạ chào các bạn ạ mình là nữ và hiện tại mình đang có một anh người yêu mà anh hay nói và mình về những thứ như quan hệ tình dục đôi 3 lần mình đã né tránh rồi ạ hôm nay anh lại hỏi mình vì sao không đồng ý làm chuyện đó mình có trả lời là quen nhau lâu dài rồi hẳn tính ạ em muốn một tình yêu không tình dục anh lại nói mình không tin tưởng anh mình không thương anh thật lòng . thật sự mình rất thương anh nhưng mà vấn đề quan hệ tình dục mình không biết phải đối mặt hay nói như nào với anh mình chỉ muốn quen lâu dài rồi sau này mới tính tới . mình không biết tình yêu có thật sự đi đôi với tình dục không ạ mong nhận được lời khuyên từ các bạn ạ,0
"hello mng, mình là không đỡ vậy đi. dạo này tâm trạng mình thay đổi thất thường lắm. mình hay ốm, hay khóc vì mình ốm, khóc vì không thể làm gì cả. mình cũng hay sợ sệt linh tinh. mình luôn cố gắng từ bỏ những suy nghĩ vu vơ trong đầu, nhưng gần như không thể. cảm xúc anh hưởng khá nhiều tới sức khoẻ của mình. mình nên làm gì đây mọi người :mặt khóc:",1
"an nhong mọi người ạ, hiện tại thì em cảm thấy rất rất bất lực với cảm xúc của mình nên muốn viết lên đây vài dòng để chia sẻ với mọi người, mong được quản trị viên duyệt ạ thực ra thì từ trước giờ em luôn là mẫu người suy nghĩ nhiều điển hình cảm xúc bất ổn, suy nghĩ nhiều về mọi thứ, hay chán, hay nản, mất ngủ, tiêu cực,...... nhưng mà dạo gần đây, do căng thẳng trong thi cử, các mối quan hệ bạn bè liên tục gặp vấn đề và trục trặc 1 số chuyện gia đình, em cảm thấy những suy nghĩ và tâm trạng của em ngày càng bất ổn và nặng nề. em luôn lo lắng, nhạy cảm và buồn bực vào cớ, cảm xúc lúc nào cũng chạm đáy, hơi thở cũng vào cùng nặng nề. em cảm thấy bị left out,sợ ánh nhìn của người khác, mất cân bằng, lạc lõng, chán chường và lúc nào cũng buồn. em cố tìm mấy video hài hước, show thực tế, phim hài trước đây em rất thích nhưng không thể khá lên nổi. em đọc rất nhiều sách, nghe chiều ctrinh podcast, tập thể dục, đi chơi,.. nhưng dường như chỉ có tác dụng tạm thời. sự tiêu cực dai dẳng này khiến em cảm thấy vào vọng, bất lực, ghét bạn thân, và cảm thấy mù mịt, đen tối, không hi vọng hay chờ đợi gì ở tương lai. em dường như không thể tập trung vào công việc, đôi lúc khó thở, đau đầu. em tính nói chuyện với bố mẹ để đi khám tâm lý, nhưng lại sợ không có tác dụng với mấy triệu chứng của em lắm. có ai từng bị suy nghĩ nhiều nặng và luôn tiêu cực nhưng đã vượt qua chưa ạ em sợ em mà cứ giữ cái tính bất ổn như này đến già thì cũng không ok lắm ạ.....",1
"ờm hôm nay tôi trả lời có hơi nhỏ nên mẹ tôi khó chịu , uhm tôi cũng không có vấn đề gì vì tôi trả lời nhỏ suốt , nó cũng anh hưởng đến giáo viên dạy thêm của tôi nên mẹ tôi khá căng xong mẹ tôi bắt đầu nói nhiều ra , kiểu sau hồi nhỏ con lễ phép , dễ thương lắm mà . sau giờ lớn lên con lằm lằm lì lì , ru rú trong phòng , không chịu nói chuyện với ai hết vậy rồi mẹ bắt đầu đá tới việc tôi hồi bé có hỏi mẹ rằng tôi có bị tự kỉ không , xong giờ mẹ nói con có chịu kết bạn , làm bạn với ai đâu suốt ngày ru rú với cái điện thoại làm sao có bạn được , nói cái là hậm hực ờm tôi không biết mình có tự kỉ thật hay không nữa với oại chuyện tôi hỏi mẹ nó cũng mấy năm trước rồi , có cần phải nhắc lại lúc này không mình khó kết bạn , làm bạn ngoài đời lắm ạ",0
"chào mọi người hôm nay em muốn kể về chuyện tình bạn của bọn em . hội bọn em có 7 người bao gồm cả em , chuyện sẽ khog có gì học kỳ các bạn càng ngày càng tách em ra khỏi nhóm em cg có biết là các bạn có nhóm riêng trong đó không có em mọi ngày học kỳ đi với nhau các bạn đều tách em ra để em đi 1 mình hay như xếp hàng . mỗi học kỳ của chuyện gì em đều là người biết cuối cùng , hôm nay trong giờ học em có rủ 1 bạn đi ăn nhưng bạn ấy bảo khog đi được em cg ok sau đấy lúc gần hết giờ em thấy các bạn có rủ nhau đi ăn và có cả bạn đã từ chối em là khog đi được lúc thấy em nhìn các bạn cg không có ý gì là muốn rủ em có ngồi cạnh thì cg không bảo gì , em cứ ngồi 1 mình suy nghĩ rồi khóc tht trong tình bạn này em cảm thấy tủi thân lắm mọi người ạ em cg không biết phải làm sao , lúc về thì thấy các bạn đăng câu chuyện em chỉ nhìn mà khog biết nói cái gì trong anh đấy ăn ở quán bọn em hay ăn có đầy đủ tca mọi người trừ em ...",1
"mỗi sáng thức dậy, trái tim tôi như bị một cảm giác nặng trĩu kéo xuống đáy tận cùng của lòng ngực. không gì có thể làm tan đi lớp màn sương u ám che phủ tâm hồn, và tôi cảm thấy mình như một thuyền trôi lạc lõng giữa biển cả cuộc sống.",1
"xin chào mọi người,hiện tại mình không xét định rõ được tình cảm của người yêu mình dành cho mình ấy ạ,mình có kể với bạn mình nhưng họ nói có thể mình suy nghĩ quá nhiều mình và bạn ấy quen nhau cũng được vài tuần,mọi thứ nhanh chóng lắm ạ,sau đó mình có theo dõi bạn trên ins,có lẽ trước đó bạn từng thích mà không hẳn phải gọi là luỵ bạn kia rất nhiều luôn ấy,mình vẫn thấy bạn để highlights về bạn kia và rất nhiều hình chụp cùng bạn kia lúc này đã xác định tình cảm và chúng mình đã quen nhau rồi ạ,mình có hỏi thì bạn chỉ bảo là bạn quên xoá và đó cũng chẳng có gì,mình cũng không suy nghĩ nhiều về vấn đề đó nữa,nhưng hôm qua mình có qua bên bạn chơi mới phát hiện những thứ liên quan đến bạn kia,dù là nhỏ nhất bạn vẫn giữ rất kĩ,ví tiền cũng có hình mỗi bạn kia,khi đấy mình sốc lắm,như thể mình chỉ là người thay thế thôi ấy,bạn về mình cũng chẳng nói,thất vọng nên mình cũng im và bạn cũng không biết chuyện ấy,đến hôm nay,mình thực sự chẳng biết liệu người yêu mình có đang thật lòng với mình không,mình chẳng biết phải sao nữa ạ,tuy bạn ấy nhỏ hơn mình nhưng cách bạn ấy chăm sóc,lo lắng cho mình làm mình không biết những điều ấy có thật là cho mình hay không",0
"mình đang trong một mối quan hệ người yêu thì không phải nhưng mập mờ thì cũng chưa chắc... mình quen anh cách mình khá nhiều tuổi và anh có công việc của anh, còn mình thì vẫn đang đi học. mình biết anh rất bận và cũng biết giờ tan làm và ngày nghỉ của anh, mình rất nhớ và rất muốn nhắn tin cho anh nhưng sợ làm phiền anh làm việc nên mình chỉ đành chờ anh về thì mình mới dám nhắn tin anh. anh cũng nói với bạn mình rằng anh để ý mình, có tc với mình. thật sự lúc nghe bạn mình nói mình cười không khép được mồm. nhưng anh luôn tâng mình lên thật cao xong thả xuống 1 cái bụp đau điếng người . nhưng mấy ngày anh không đang hoạt động cũng không trả lời thế này mình và đang hoạt động xong trả lời được vài câu lại off mấy ngày mình biết công việc anh phức tạp và anh cũng đi làm vất vả nên mình không dám nói gì mà cũng không có tư cách để nói gì. nhưng anh cũng nói với bạn mình là anh thích mình. mình cảm thấy nếu như thật sự như những lời anh nói là anh thích mình thì anh sẽ không để mình chờ anh lâu như vậy. bận đến mức nào thì cũng phải có thời gian nghỉ ngơi chứ..và gửi 12 tin nhắn cũng không mất nhiều thời gian làm việc của anh. là do anh không muốn nói chuyện với mình hay là do mình đang ích kỷ, không nghĩ cho anh ... lúc nào mình cũng phải chờ đợi rất lâu thật sự mình nản lắm rồi nhưng mình vẫn không muốn bỏ cuộc... bây giờ mình phải làm sao mọi người cho mình ý kiến với ạ . mong quản trị viên duyệt bài cho mình với huhu",0
"có nên chia tay không mọi người cho mình tham khảo ý kiến với. mình và người yêu bằng tuổi, mình là nữ hướng ngoại học kte có công việc ổn định tập trung vào việc làm nhiều hơn. người yêu mình hướng nội, học it, tập trung học nhưng vẫn chơi game nhiều, hay giấu mình đi net và nhiều lần mình cần nhưng bạn chọn đi chơi net. mô tả trái nhau nhưng về tính cách sinh hoạt bla bla thì tụi mình rất giống nhau. tụi mình yêu khá lâu rồi 5 năm, từ thời đi học ghét nhau cạnh tranh học xong thích nhau chục tháng, tỏ tình yêu nhau, vì si mê nhau nên mới quen lâu như vậy. hiện tại tụi mình yêu xa. gần đây không biết do mình thay đổi hay bạn ý thay đổi nữa. mình cảm thấy không thể tiếp tục quen bạn, mình tâm lí yếu nhưng bạn nhiều lần bỏ mặc mình ngay đoạn mình cần bạn, tất nhiên bạn không nhận ra điều đó. đến nỗi mình cảm thấy bạn ấy xuất hiện trong cuộc đời mình không mang lại điều gì cho mình những điều nhỏ nhoi như là lắng nghe mình, quan tâm hỏi han bạn cũng không còn giữ được. kiểu như bạn ấy nghĩ mình sẽ vì si mê bạn mà ở bên bạn mãi ấy. tin nhắn hiện tại khô khan lắm, không như trước nữa. mỗi lần bạn ấy làm mình buồn mình luôn nhịn và tự tìm cớ bao che cho lỗi của bạn rằng do bạn thế này kia do mình này kia. cho đến hiện tại mình mệt mỏi lắm, nhìn lại thấy bạn thân thiệt thòi lắm, mình về quê giấu luôn bạn bạn cũng không quan tâm. mình có nhiều lần góp ý nhưng bạn không hiểu ý và không thay đổi. mình nhận ra có vẻ bạn ấy không có nhu cầu yêu đương, mình thì có nhiều lắm mình cần sự lắng nghe, quan tâm học kỳ mình áp lực bên ngoài cả ngày. yêu nhau rồi vẫn cần học hỏi và làm mới thì mới giữ được mối quan hệ chứ, mình ghét cách bạn ấy tránh né và không hiểu chuyện như vậy. mẹ mình cũng làm mình tâm lí. mẹ mình gần đây mới biết gia đình bạn ấy nhưng gia đình bạn thì chưa biết mình vì bạn ấy giấu mình kĩ lắm. gia đình bạn ấy giàu, vui vẻ yêu thương lắm, còn nhà mình rất phức tạp và không được hạnh phúc. mình cũng chưa tâm sự gì về gia đình mình, bạn ấy cũng không thắc mắc nhiều vừa rồi mẹ mình dặn quen ai cũng được nhưng quen thằng đó thì tìm hiểu cho kĩ, nhà nó biết con chưa, có chịu con không, nhà người ta giàu nhiều học kỳ người ta này kia với mình, biết trước để bên đó chịu hãy quen tiếp còn không thì thôi sớm, để sau này bên đó không chịu xong 2 đứa vỡ lỡ vì mẹ biết cách nói năng của phụ huynh bên đó không được dịu nên là mẹ lo sớm bạn thân mình cũng hay bị mềm lòng vì mình thật sự rất rất yêu bạn ấy, cứ nhìn anh bạn ấy là cảm giác mọi lỗi lầm biến mất hết ấy, kiểu đúng người mình rung động thì gặp lại vẫn rung động. cảm ơn quản trị viên duyệt bài, cảm ơn mọi người đọc bài ạ.",0
"em năm nay đã 22 tuổi, từng rất hạnh phúc trong thời gian cấp 3 nhưng sau học kỳ lên sài gòn theo học đại học em bắt đầu suy nghĩ nhiều về vấn đề tiền bạc, cứ cảm thấy bất an mặc dù cha mẹ vẫn đóng đầy đủ. cho đến học kỳ tết năm 2021 em về nhà nghe tin cha và mẹ đã ly hôn trước đó 4 năm thì ly thân nhưng chỉ là ra riêng mẹ và cha vẫn còn qua lại nhà riêng để thăm nhau, cha thì vẫn ở vậy cho tới giờem đã vào tình biết được điều đó mà quan trọng là không ai muốn nói cho em biết. sau đó mẹ có người mới, bác rất tốt lại học cao. thời gian này em và mẹ hay có nhiều bất đồng bởi vì mẹ em hay tin vào những câu chuyện không có thật em thì không nên trở thành đứa cứng đầu, cho tới học kỳ mẹ lớn tiếng bảo em là không làm ra tiền thì không được lên tiếng em sốc lắm, suy nghĩ nhiều lắm. sau đó em đã quyết định bảo lưu 1 năm đi làm kiếm tiền để tự trang trãi. may mắn thay là em đã dành dụm được 1 ít và đang trở lại trường tiếp tục học. thời gian đó, mẹ không liên lạc với em chuyện gì tới cũng tới, rõ ràng lúc đó mẹ nói đúng nhưng mà em không thấy em sai, em đã thường xuyên về nhà nhưng không ghé nhà mình mà ở nhà dì, dì là em của mẹ, thường thì em cũng hay vào nhà dì ngủ, thời gian em ở nhà dì cũng tương đương với ở nhà mẹ được dì khuyên em cũng đã xin lỗi mẹ nhưng mẹ không trả lời cho tới tết năm 2022 em về nhà mặc cho mẹ không nhìn em em vẫn phục giúp dọn dẹp. mẹ đã mở lời với em, đêm hôm đó ngủ với mẹ em lại sốc 1 lần nữa học kỳ nghe tin mẹ tái hôn nhưng người mẹ cưới không phải bác ấy mà là người khác, thế là hôm sau người đó vào nhà em, em khó chịu lắm em không muốn về nhà, tự nhủ học kỳ nào bác ấy về thì em về với mẹ. có phải là em quá ích kỉ không sao mẹ không hỏi xem thời gian qua em sống thế nào học hành ra sao thay vào đó mẹ nhận ra em đang lãng tránh bác, mẹ từ bỏ em, ngay học kỳ em chào mẹ lên sài gòn mẹ lại 1 lần nữa quát em mày đi luôn đi :khuôn mặt buồn nhưng nhẹ nhõm:. hiện tại thì em vẫn đang vừa học vừa làm nhưng mà vấn đề gia đình của em chưa bao giờ là ổn, em không muốn nói chuyện với ai về gia đình em, em khó nói, em xấu hổ về bạn thân,...năm nay 2023 rồi, sắp sang 2024. em sẽ về nhà để gặp mẹ. nhất định phải về nhưng mà em muốn kể cho mọi người nghe để đỡ nặng lòng. cảm ơn mọi người đã quan tâm ạ. tiện thể cho em hỏi có ai năm cuối như em mà chỉ đạt được có 75 số tín chỉ không ạ vì bảo lưu nên em học trễ hơn các bạn 1 năm mong là trường không huỷ bằng.",0
"tối hôm qua chỗ tôi mưa cả đêm, nhỏ em gái 16 tuổi của tôi cũng không về nhà cả đêm. 10h rưỡi tối mẹ điện thoại báo nhỏ em về trễ, nó trú ở trường mắc mưa chưa về, tôi thấy có gì đó lạ lạ nhưng bỏ qua. bình thường em gái đi làm thêm chung quán với mẹ, sáng đi học tới chiều về thì đi làm, hỏi thì cứ nói đi học đi làm đi học nên nhà cứ tin em gái 11 giờ rưỡi tối mẹ đi làm về không thấy xe em gái, mẹ hơi tức giận nói nó sao giờ chưa về, đi ở trường gì mà giờ vẫn chưa có ở nhà. tôi nghĩ nhỏ em gái nông nỗi đi hơi lố chút nữa sẽ về như mọi học kỳ nên lên phòng ngủ. 12h đêm mẹ tôi vào cùng tức giận, trời mưa vẫn ào ào, mẹ kêu tôi xuống lầu trông nhà mẹ đến trường tìm em gái, sợ em gái ở trường bảo vệ không biết đóng cửa trường nên em gái không về được. gần 1h đêm mẹ dề nhà. trước đó mẹ có điện thoại hỏi em gái về nhà chưa, tôi đáp chưa, trong điện thoại tôi nghe được tiếng ễnh ương văng vẳng bên tai, mẹ vẫn rất tức giận, vẫn còn la mấy câu về em gái. mẹ nói không thấy xe em gái ở đó, tôi biết tâm trạng mẹ rất bực bội không thể bình tĩnh được, điện thoại em gái tôi thuê bao, nhắn tin không trả lời. tôi lên phòng nhắm mắt mong em gái sẽ về trong lúc tôi ngủ. 5h rưỡi sáng tôi lúc mền chùm kín đầu nghe lụp cụp tiếng lục đồ nên ló mắt ra thì thấy bóng loáng thoáng nhỏ nhỏ, nhìn kĩ lại thì là mẹ tìm đồ của em gái trong phòng, mẹ sợ có tiếng động ba sẽ biết nên tạm thôi. mẹ nói em gái tôi có nhắn tin cho mẹ lúc 1h58 nói bỏ nhà đi, em gái đi chơi lố giờ không dám về, mẹ lướt lướt tin nhắn điện thoại cho tôi xem, mắt tôi cận nên thấy mờ mờ tin nhắn em gái gửi mẹ dài kín đt. mẹ nói cả tối qua mẹ không ngủ. 8 giờ hơn buổi sáng mẹ tìm giấy tờ của em gái một lần nữa, tìm được đủ đồ suôn sẻ, mẹ nói lần nữa tối qua mẹ nằm nhưng không ngủ được rồi đi ra khỏi phòng, tôi cầm điện thoại nhắn thêm cho em gái, vẫn mong nó mau dề. 9 giờ sáng em gái nhắn tin qua nhắn tin cho tôi bằng tài khoản chính em gái có tài khoản phụ lén nhà dùng, tôi cũng không biết tài khoản kia của em gái như nào, em giấu như mèo giấu... tôi cố dùng văn dui tươi thoải mái hết sức có thể nhắn khéo kêu em dề nhà, tôi nhắn em gái hiện chỉ có tôi và mẹ biết chuyện và vẫn đang giấu ba, nếu ba biết thì sẽ làm lớn chuyện và mọi người sẽ chỉ nói lỗi tại mẹ, em thương mẹ thì em dề với mẹ. 9 giờ rưỡi nhắn tin với em gái chủ yếu là tôi nhắn từng dòng gửi từ từ gần kín điện thoại thì em gái học kỳ ấy mới trả lời 1 câu, lặp lại 45 lần rồi em gái tôi seen, tôi cap lại tin nhắn gửi mẹ. mẹ lên phòng ngồi cạnh tôi vừa khóc vừa giọng nghẹn ngào, tông giọng lên 1 bậc, mẹ nói không biết làm sao, em gái không ở nhà không rõ tung tích không biết an toàn hay không. 11 giờ trưa hơn mẹ ở chỗ làm nhắn em gái ghé quán mẹ xin lỗi mẹ rồi, đang về nhà. tôi cảm thấy nhẹ nhõm trong lòng, thật sự tôi đã dốc hết sức nhắn rất nhiều cho em gái mong em về 3 giờ chiều em gái mặc áo đi làm của quán, ở trong phòng nhưng tôi ý định không lên phòng để đỡ gợi đến chuyện em gái. em gái dui dẻ cầm bọc đồ nói tôi là đem ra đầu hẻm chỗ thanh lí, tôi nghĩ vì em không mặc hết không dùng hết sẵn thêm xiền, lần đầu em gái đem bọc áo khoác trích lời nói, rồi đem bọc giày, mấy túi cũ. tôi thừa nhận tôi đã lơ là không để ý theo sát và quá tin tưởng em gái lúc này 5h chiều tôi không thấy em gái ở nhà, nghĩ là đi làm rồi. 6h rưỡi mẹ điện thoại hỏi tôi em gái đi từ lúc nào, mẹ nói em gái nhắn tin mẹ là không đi làm rồi đi nữa rồi. lúc em gái nhắn mẹ thì mẹ đang làm việc, lúc làm xong thì nhắn lại em gái chặn mẹ rồi, tôi điện thoại em gái thì lại thuê bao tiếp, nhắn tin không trả lời. 7h hơn em trai 11 tuổi ngây thơ chưa biết chuyện gì vừa ngồi ăn cơm xem thành viên vui vẻ, tôi không biết sau này phải kể chuyện của em gái như thế nào. em gái là người thườnb la em trai nhất và em trai cũng sợ em gái nhất. hiện tại gần 8 giờ tối, mẹ điện thoại nói em gái hư quá mẹ khóc cạn nước mắt nói hết lời bỏ qua hết mọi chuyện rồi nhưng em gái vẫn đi, giọng mẹ không nghẹn nữa nhưng tôi biết mẹ vẫn mong em gái quay đầu lắm. tôi vẫn không nghĩ chuyện của em gái tôi hiện tại là thật, mọi thứ như một bộ phim tưởng chỉ có trên mạng nhưng lại xảy ra với gia đình tôi ngay chính bây giờ. anh ở dưới mẹ chụp trường của em khuya hôm qua lúc mẹ chờ dưới mưa đợi em gái.",0
bộ dùng android là không đáng được yêu hả mọi người chuyện là mình vừa tỏ tình với say mê tối hôm qua bạn ấy nhắn lại cho bạn ấy suy nghĩ lúc đó mình cũng vui vì bạn ấy chưa từ chối xong sáng lên lớp bạn ấy có ngồi với đám bạn của bạn rồi mình nghe một đứa bạn của say mê nói là xinh nhưng dùng android thì thôi sáng giờ buồn thật sự luôn,0
"em chào mọi người em năm nay mới lên cấp 3 ạ. dù chưa chính thức vào năm học mới nhưng em vẫn muốn chia sẻ với mọi người nỗi lòng của em. em vốn là người trầm tính, ít nói cũng hay có cái nhìn hơi tiêu cực về bạn thân mình nên lúc đầu em rất khép kín, khó mở lòng vậy nên trong xuyên khoảng thời gian cấp 2 em cũng chỉ thân được với một bạn giờ vào môi trường mới trong tất cả các đợt tập trung của trường em đều cảm thấy bị lạc lõng vì không thể bắt truyện với ai được em chỉ có thể đứng một mình ngồi một mình nhìn các bạn khác vui vẻ cười đùa với nhau.thành ra từ việc háo hức vào năm học mới lại biến thành lo sợ và run rẩy và áp lực thật lòng em cũng rất muốn bắt chuyện nhưng không hiểu sao nhất định em không thể mở mồm lên được, em sợ rằng mình sẽ mãi thu mình như thế rồi thành ra các bạn nghĩ em chảnh rồi xì xào bàn tán vì em là người nhút nhát em mong các anh chị lớn tuổi cho em lời khuyên ạ",1
